mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0240W0489_BAC009S0135W0491,S0240,F,S0135,F
BAC009S0042W0468_BAC009S0339W0193,S0042,M,S0339,F
BAC009S0230W0337_BAC009S0162W0168,S0230,F,S0162,F
BAC009S0656W0366_BAC009S0665W0340,S0656,F,S0665,F
BAC009S0203W0351_BAC009S0192W0179,S0203,F,S0192,F
BAC009S0116W0356_BAC009S0195W0204,S0116,M,S0195,F
BAC009S0053W0390_BAC009S0150W0157,S0053,M,S0150,F
BAC009S0143W0327_BAC009S0048W0191,S0143,F,S0048,M
BAC009S0142W0158_BAC009S0099W0470,S0142,F,S0099,M
BAC009S0079W0145_BAC009S0111W0153,S0079,M,S0111,M
BAC009S0344W0182_BAC009S0002W0366,S0344,F,S0002,M
BAC009S0074W0444_BAC009S0010W0261,S0074,M,S0010,M
BAC009S0037W0457_BAC009S0087W0158,S0037,M,S0087,M
BAC009S0183W0463_BAC009S0350W0260,S0183,F,S0350,F
BAC009S0077W0431_BAC009S0043W0130,S0077,M,S0043,M
BAC009S0182W0143_BAC009S0150W0221,S0182,F,S0150,F
BAC009S0109W0225_BAC009S0138W0320,S0109,M,S0138,F
BAC009S0038W0473_BAC009S0086W0495,S0038,M,S0086,M
BAC009S0718W0283_BAC009S0157W0249,S0718,M,S0157,F
BAC009S0139W0313_BAC009S0091W0213,S0139,F,S0091,M
BAC009S0127W0449_BAC009S0715W0205,S0127,F,S0715,M
BAC009S0021W0384_BAC009S0080W0458,S0021,M,S0080,M
BAC009S0102W0121_BAC009S0179W0126,S0102,M,S0179,F
BAC009S0093W0213_BAC009S0163W0305,S0093,M,S0163,F
BAC009S0249W0196_BAC009S0704W0339,S0249,M,S0704,M
BAC009S0206W0158_BAC009S0030W0417,S0206,F,S0030,M
BAC009S0002W0149_BAC009S0516W0470,S0002,M,S0516,F
BAC009S0719W0138_BAC009S0110W0131,S0719,M,S0110,M
BAC009S0038W0451_BAC009S0210W0239,S0038,M,S0210,F
BAC009S0041W0131_BAC009S0102W0262,S0041,M,S0102,M
BAC009S0148W0172_BAC009S0119W0464,S0148,F,S0119,M
BAC009S0195W0453_BAC009S0104W0420,S0195,F,S0104,M
BAC009S0232W0293_BAC009S0124W0255,S0232,F,S0124,F
BAC009S0125W0247_BAC009S0034W0341,S0125,F,S0034,M
BAC009S0043W0465_BAC009S0709W0460,S0043,M,S0709,M
BAC009S0050W0311_BAC009S0032W0429,S0050,M,S0032,M
BAC009S0246W0340_BAC009S0169W0423,S0246,M,S0169,F
BAC009S0045W0148_BAC009S0150W0188,S0045,M,S0150,F
BAC009S0045W0240_BAC009S0183W0219,S0045,M,S0183,F
BAC009S0145W0208_BAC009S0599W0217,S0145,F,S0599,M
BAC009S0600W0184_BAC009S0207W0244,S0600,M,S0207,F
BAC009S0116W0459_BAC009S0146W0169,S0116,M,S0146,F
BAC009S0663W0411_BAC009S0133W0384,S0663,F,S0133,F
BAC009S0149W0127_BAC009S0040W0155,S0149,F,S0040,M
BAC009S0157W0330_BAC009S0718W0243,S0157,F,S0718,M
BAC009S0362W0324_BAC009S0360W0399,S0362,F,S0360,F
BAC009S0252W0318_BAC009S0358W0479,S0252,M,S0358,F
BAC009S0250W0159_BAC009S0095W0174,S0250,M,S0095,M
BAC009S0039W0155_BAC009S0033W0468,S0039,M,S0033,M
BAC009S0194W0219_BAC009S0349W0421,S0194,F,S0349,F
BAC009S0339W0278_BAC009S0065W0334,S0339,F,S0065,M
BAC009S0066W0274_BAC009S0597W0166,S0066,M,S0597,M
BAC009S0521W0374_BAC009S0353W0483,S0521,F,S0353,F
BAC009S0188W0466_BAC009S0029W0130,S0188,F,S0029,M
BAC009S0137W0329_BAC009S0521W0135,S0137,F,S0521,F
BAC009S0020W0477_BAC009S0515W0244,S0020,M,S0515,F
BAC009S0147W0484_BAC009S0174W0461,S0147,F,S0174,F
BAC009S0709W0206_BAC009S0110W0217,S0709,M,S0110,M
BAC009S0356W0378_BAC009S0100W0237,S0356,F,S0100,M
BAC009S0145W0260_BAC009S0028W0349,S0145,F,S0028,M
BAC009S0105W0270_BAC009S0090W0203,S0105,M,S0090,M
BAC009S0036W0421_BAC009S0233W0327,S0036,M,S0233,F
BAC009S0050W0280_BAC009S0705W0165,S0050,M,S0705,M
BAC009S0355W0314_BAC009S0122W0475,S0355,F,S0122,M
BAC009S0199W0217_BAC009S0071W0395,S0199,F,S0071,M
BAC009S0131W0262_BAC009S0517W0466,S0131,F,S0517,F
BAC009S0344W0432_BAC009S0113W0182,S0344,F,S0113,M
BAC009S0187W0487_BAC009S0423W0306,S0187,F,S0423,M
BAC009S0014W0203_BAC009S0108W0131,S0014,M,S0108,M
BAC009S0194W0361_BAC009S0118W0420,S0194,F,S0118,M
BAC009S0200W0317_BAC009S0205W0250,S0200,F,S0205,F
BAC009S0129W0269_BAC009S0101W0339,S0129,F,S0101,M
BAC009S0040W0151_BAC009S0019W0262,S0040,M,S0019,M
BAC009S0023W0128_BAC009S0213W0395,S0023,M,S0213,F
BAC009S0247W0130_BAC009S0002W0305,S0247,M,S0002,M
BAC009S0210W0420_BAC009S0340W0205,S0210,F,S0340,F
BAC009S0065W0263_BAC009S0239W0464,S0065,M,S0239,F
BAC009S0198W0284_BAC009S0097W0475,S0198,F,S0097,M
BAC009S0223W0372_BAC009S0175W0347,S0223,F,S0175,F
BAC009S0717W0488_BAC009S0205W0167,S0717,M,S0205,F
BAC009S0717W0369_BAC009S0018W0239,S0717,M,S0018,M
BAC009S0213W0407_BAC009S0337W0460,S0213,F,S0337,F
BAC009S0245W0325_BAC009S0701W0159,S0245,F,S0701,M
BAC009S0180W0184_BAC009S0714W0411,S0180,F,S0714,M
BAC009S0246W0227_BAC009S0338W0412,S0246,M,S0338,F
BAC009S0192W0199_BAC009S0217W0432,S0192,F,S0217,F
BAC009S0164W0245_BAC009S0241W0267,S0164,F,S0241,F
BAC009S0153W0231_BAC009S0043W0414,S0153,F,S0043,M
BAC009S0010W0272_BAC009S0242W0279,S0010,M,S0242,F
BAC009S0345W0178_BAC009S0339W0273,S0345,F,S0339,F
BAC009S0069W0316_BAC009S0005W0495,S0069,M,S0005,M
BAC009S0159W0289_BAC009S0057W0460,S0159,F,S0057,M
BAC009S0232W0182_BAC009S0189W0485,S0232,F,S0189,F
BAC009S0058W0143_BAC009S0514W0213,S0058,M,S0514,F
BAC009S0143W0326_BAC009S0243W0260,S0143,F,S0243,F
BAC009S0663W0469_BAC009S0086W0291,S0663,F,S0086,M
BAC009S0008W0461_BAC009S0158W0339,S0008,M,S0158,F
BAC009S0183W0215_BAC009S0098W0450,S0183,F,S0098,M
BAC009S0238W0396_BAC009S0230W0379,S0238,F,S0230,F
BAC009S0510W0405_BAC009S0055W0174,S0510,F,S0055,M
BAC009S0251W0129_BAC009S0227W0262,S0251,M,S0227,F
BAC009S0119W0182_BAC009S0095W0223,S0119,M,S0095,M
BAC009S0596W0330_BAC009S0025W0423,S0596,M,S0025,M
BAC009S0665W0273_BAC009S0105W0437,S0665,F,S0105,M
BAC009S0109W0438_BAC009S0101W0168,S0109,M,S0101,M
BAC009S0051W0159_BAC009S0141W0421,S0051,M,S0141,F
BAC009S0353W0423_BAC009S0142W0215,S0353,F,S0142,F
BAC009S0165W0250_BAC009S0219W0248,S0165,F,S0219,F
BAC009S0175W0221_BAC009S0362W0254,S0175,F,S0362,F
BAC009S0515W0438_BAC009S0114W0468,S0515,F,S0114,M
BAC009S0705W0356_BAC009S0029W0284,S0705,M,S0029,M
BAC009S0102W0257_BAC009S0195W0356,S0102,M,S0195,F
BAC009S0081W0340_BAC009S0124W0177,S0081,M,S0124,F
BAC009S0193W0329_BAC009S0145W0477,S0193,F,S0145,F
BAC009S0040W0469_BAC009S0045W0422,S0040,M,S0045,M
BAC009S0134W0425_BAC009S0219W0175,S0134,F,S0219,F
BAC009S0174W0470_BAC009S0251W0450,S0174,F,S0251,M
BAC009S0244W0308_BAC009S0215W0148,S0244,F,S0215,F
BAC009S0351W0134_BAC009S0242W0223,S0351,F,S0242,F
BAC009S0181W0164_BAC009S0342W0362,S0181,F,S0342,F
BAC009S0656W0420_BAC009S0514W0184,S0656,F,S0514,F
BAC009S0236W0396_BAC009S0072W0426,S0236,F,S0072,M
BAC009S0040W0277_BAC009S0119W0487,S0040,M,S0119,M
BAC009S0019W0208_BAC009S0078W0168,S0019,M,S0078,M
BAC009S0092W0175_BAC009S0520W0251,S0092,M,S0520,F
BAC009S0096W0243_BAC009S0197W0381,S0096,M,S0197,F
BAC009S0223W0267_BAC009S0423W0205,S0223,F,S0423,M
BAC009S0025W0220_BAC009S0003W0357,S0025,M,S0003,M
BAC009S0662W0342_BAC009S0706W0123,S0662,F,S0706,M
BAC009S0024W0145_BAC009S0711W0187,S0024,M,S0711,M
BAC009S0359W0423_BAC009S0096W0474,S0359,F,S0096,M
BAC009S0523W0342_BAC009S0659W0147,S0523,F,S0659,F
BAC009S0352W0354_BAC009S0032W0171,S0352,F,S0032,M
BAC009S0251W0158_BAC009S0716W0475,S0251,M,S0716,M
BAC009S0212W0319_BAC009S0200W0324,S0212,F,S0200,F
BAC009S0046W0277_BAC009S0063W0244,S0046,M,S0063,M
BAC009S0349W0448_BAC009S0084W0294,S0349,F,S0084,M
BAC009S0600W0417_BAC009S0721W0495,S0600,M,S0721,M
BAC009S0723W0445_BAC009S0163W0157,S0723,M,S0163,F
BAC009S0704W0453_BAC009S0351W0295,S0704,M,S0351,F
BAC009S0009W0476_BAC009S0208W0260,S0009,M,S0208,F
BAC009S0075W0487_BAC009S0423W0199,S0075,M,S0423,M
BAC009S0702W0212_BAC009S0711W0477,S0702,M,S0711,M
BAC009S0007W0412_BAC009S0210W0432,S0007,M,S0210,F
BAC009S0160W0295_BAC009S0027W0227,S0160,F,S0027,M
BAC009S0180W0445_BAC009S0149W0316,S0180,F,S0149,F
BAC009S0658W0318_BAC009S0127W0387,S0658,F,S0127,F
BAC009S0056W0291_BAC009S0345W0381,S0056,M,S0345,F
BAC009S0135W0464_BAC009S0659W0327,S0135,F,S0659,F
BAC009S0516W0143_BAC009S0096W0215,S0516,F,S0096,M
BAC009S0246W0466_BAC009S0720W0402,S0246,M,S0720,M
BAC009S0187W0452_BAC009S0173W0226,S0187,F,S0173,F
BAC009S0512W0143_BAC009S0225W0379,S0512,F,S0225,F
BAC009S0137W0475_BAC009S0136W0479,S0137,F,S0136,F
BAC009S0362W0132_BAC009S0048W0142,S0362,F,S0048,M
BAC009S0338W0491_BAC009S0084W0195,S0338,F,S0084,M
BAC009S0598W0264_BAC009S0237W0387,S0598,M,S0237,F
BAC009S0105W0173_BAC009S0598W0129,S0105,M,S0598,M
BAC009S0141W0373_BAC009S0336W0461,S0141,F,S0336,F
BAC009S0057W0201_BAC009S0042W0338,S0057,M,S0042,M
BAC009S0132W0343_BAC009S0223W0166,S0132,F,S0223,F
BAC009S0716W0349_BAC009S0168W0302,S0716,M,S0168,F
BAC009S0363W0200_BAC009S0194W0328,S0363,F,S0194,F
BAC009S0349W0355_BAC009S0523W0336,S0349,F,S0523,F
BAC009S0186W0471_BAC009S0026W0400,S0186,F,S0026,M
BAC009S0357W0129_BAC009S0128W0152,S0357,F,S0128,F
BAC009S0208W0460_BAC009S0115W0454,S0208,F,S0115,M
BAC009S0156W0125_BAC009S0706W0206,S0156,F,S0706,M
BAC009S0102W0287_BAC009S0124W0126,S0102,M,S0124,F
BAC009S0519W0153_BAC009S0067W0195,S0519,F,S0067,M
BAC009S0076W0167_BAC009S0144W0242,S0076,M,S0144,F
BAC009S0353W0281_BAC009S0014W0455,S0353,F,S0014,M
BAC009S0183W0334_BAC009S0034W0473,S0183,F,S0034,M
BAC009S0080W0414_BAC009S0055W0476,S0080,M,S0055,M
BAC009S0006W0372_BAC009S0236W0160,S0006,M,S0236,F
BAC009S0088W0215_BAC009S0131W0417,S0088,M,S0131,F
BAC009S0146W0135_BAC009S0032W0153,S0146,F,S0032,M
BAC009S0358W0307_BAC009S0660W0225,S0358,F,S0660,F
BAC009S0229W0121_BAC009S0031W0130,S0229,F,S0031,M
BAC009S0120W0209_BAC009S0030W0146,S0120,M,S0030,M
BAC009S0010W0167_BAC009S0723W0135,S0010,M,S0723,M
BAC009S0142W0449_BAC009S0097W0205,S0142,F,S0097,M
BAC009S0341W0263_BAC009S0163W0178,S0341,F,S0163,F
BAC009S0032W0458_BAC009S0600W0247,S0032,M,S0600,M
BAC009S0102W0248_BAC009S0155W0425,S0102,M,S0155,F
BAC009S0336W0417_BAC009S0042W0304,S0336,F,S0042,M
BAC009S0201W0412_BAC009S0023W0481,S0201,F,S0023,M
BAC009S0232W0278_BAC009S0103W0405,S0232,F,S0103,M
BAC009S0150W0324_BAC009S0655W0312,S0150,F,S0655,F
BAC009S0031W0167_BAC009S0192W0216,S0031,M,S0192,F
BAC009S0055W0338_BAC009S0338W0347,S0055,M,S0338,F
BAC009S0335W0443_BAC009S0212W0231,S0335,F,S0212,F
BAC009S0054W0189_BAC009S0723W0144,S0054,M,S0723,M
BAC009S0173W0344_BAC009S0142W0202,S0173,F,S0142,F
BAC009S0121W0183_BAC009S0181W0358,S0121,M,S0181,F
BAC009S0093W0362_BAC009S0010W0416,S0093,M,S0010,M
BAC009S0659W0383_BAC009S0053W0244,S0659,F,S0053,M
BAC009S0107W0492_BAC009S0052W0454,S0107,M,S0052,M
BAC009S0519W0402_BAC009S0233W0225,S0519,F,S0233,F
BAC009S0044W0294_BAC009S0193W0392,S0044,M,S0193,F
BAC009S0151W0319_BAC009S0065W0415,S0151,F,S0065,M
BAC009S0361W0323_BAC009S0049W0131,S0361,F,S0049,M
BAC009S0189W0477_BAC009S0155W0137,S0189,F,S0155,F
BAC009S0709W0409_BAC009S0708W0284,S0709,M,S0708,M
BAC009S0084W0399_BAC009S0152W0457,S0084,M,S0152,F
BAC009S0155W0367_BAC009S0078W0230,S0155,F,S0078,M
BAC009S0045W0231_BAC009S0187W0436,S0045,M,S0187,F
BAC009S0357W0332_BAC009S0234W0437,S0357,F,S0234,F
BAC009S0027W0334_BAC009S0226W0344,S0027,M,S0226,F
BAC009S0661W0223_BAC009S0146W0133,S0661,F,S0146,F
BAC009S0517W0376_BAC009S0214W0243,S0517,F,S0214,F
BAC009S0122W0131_BAC009S0202W0192,S0122,M,S0202,F
BAC009S0024W0459_BAC009S0340W0264,S0024,M,S0340,F
BAC009S0709W0258_BAC009S0026W0177,S0709,M,S0026,M
BAC009S0656W0422_BAC009S0139W0219,S0656,F,S0139,F
BAC009S0119W0476_BAC009S0172W0461,S0119,M,S0172,F
BAC009S0097W0319_BAC009S0180W0252,S0097,M,S0180,F
BAC009S0038W0322_BAC009S0210W0258,S0038,M,S0210,F
BAC009S0040W0454_BAC009S0146W0143,S0040,M,S0146,F
BAC009S0112W0252_BAC009S0150W0461,S0112,M,S0150,F
BAC009S0173W0439_BAC009S0187W0490,S0173,F,S0187,F
BAC009S0662W0250_BAC009S0247W0172,S0662,F,S0247,M
BAC009S0245W0285_BAC009S0655W0452,S0245,F,S0655,F
BAC009S0041W0230_BAC009S0042W0439,S0041,M,S0042,M
BAC009S0070W0310_BAC009S0136W0252,S0070,M,S0136,F
BAC009S0523W0399_BAC009S0244W0314,S0523,F,S0244,F
BAC009S0104W0481_BAC009S0249W0168,S0104,M,S0249,M
BAC009S0422W0190_BAC009S0359W0461,S0422,M,S0359,F
BAC009S0720W0255_BAC009S0148W0136,S0720,M,S0148,F
BAC009S0138W0463_BAC009S0089W0483,S0138,F,S0089,M
BAC009S0422W0445_BAC009S0092W0193,S0422,M,S0092,M
BAC009S0191W0131_BAC009S0220W0480,S0191,F,S0220,F
BAC009S0355W0436_BAC009S0023W0142,S0355,F,S0023,M
BAC009S0344W0386_BAC009S0239W0489,S0344,F,S0239,F
BAC009S0035W0314_BAC009S0075W0387,S0035,M,S0075,M
BAC009S0046W0264_BAC009S0186W0472,S0046,M,S0186,F
BAC009S0112W0294_BAC009S0351W0363,S0112,M,S0351,F
BAC009S0120W0451_BAC009S0229W0493,S0120,M,S0229,F
BAC009S0240W0295_BAC009S0337W0388,S0240,F,S0337,F
BAC009S0009W0484_BAC009S0362W0320,S0009,M,S0362,F
BAC009S0143W0415_BAC009S0151W0269,S0143,F,S0151,F
BAC009S0024W0187_BAC009S0043W0178,S0024,M,S0043,M
BAC009S0067W0244_BAC009S0345W0241,S0067,M,S0345,F
BAC009S0086W0237_BAC009S0159W0131,S0086,M,S0159,F
BAC009S0705W0158_BAC009S0102W0164,S0705,M,S0102,M
BAC009S0708W0317_BAC009S0178W0485,S0708,M,S0178,F
BAC009S0061W0427_BAC009S0021W0487,S0061,M,S0021,M
BAC009S0054W0293_BAC009S0363W0391,S0054,M,S0363,F
BAC009S0423W0462_BAC009S0193W0239,S0423,M,S0193,F
BAC009S0086W0481_BAC009S0018W0276,S0086,M,S0018,M
BAC009S0138W0379_BAC009S0107W0165,S0138,F,S0107,M
BAC009S0238W0129_BAC009S0129W0370,S0238,F,S0129,F
BAC009S0350W0136_BAC009S0072W0477,S0350,F,S0072,M
BAC009S0123W0142_BAC009S0164W0282,S0123,M,S0164,F
BAC009S0133W0426_BAC009S0151W0177,S0133,F,S0151,F
BAC009S0158W0292_BAC009S0099W0445,S0158,F,S0099,M
BAC009S0077W0468_BAC009S0236W0454,S0077,M,S0236,F
BAC009S0145W0353_BAC009S0015W0136,S0145,F,S0015,M
BAC009S0186W0254_BAC009S0167W0204,S0186,F,S0167,F
BAC009S0125W0323_BAC009S0599W0162,S0125,F,S0599,M
BAC009S0176W0406_BAC009S0096W0354,S0176,F,S0096,M
BAC009S0002W0176_BAC009S0361W0264,S0002,M,S0361,F
BAC009S0341W0144_BAC009S0086W0284,S0341,F,S0086,M
BAC009S0065W0247_BAC009S0010W0464,S0065,M,S0010,M
BAC009S0233W0452_BAC009S0598W0202,S0233,F,S0598,M
BAC009S0044W0415_BAC009S0084W0349,S0044,M,S0084,M
BAC009S0213W0310_BAC009S0223W0332,S0213,F,S0223,F
BAC009S0217W0348_BAC009S0352W0188,S0217,F,S0352,F
BAC009S0510W0364_BAC009S0229W0404,S0510,F,S0229,F
BAC009S0166W0405_BAC009S0054W0142,S0166,F,S0054,M
BAC009S0140W0218_BAC009S0060W0269,S0140,F,S0060,M
BAC009S0209W0149_BAC009S0154W0344,S0209,F,S0154,F
BAC009S0184W0141_BAC009S0336W0494,S0184,F,S0336,F
BAC009S0343W0343_BAC009S0221W0200,S0343,F,S0221,F
BAC009S0335W0266_BAC009S0209W0194,S0335,F,S0209,F
BAC009S0243W0143_BAC009S0058W0320,S0243,F,S0058,M
BAC009S0173W0182_BAC009S0522W0301,S0173,F,S0522,F
BAC009S0161W0124_BAC009S0516W0202,S0161,F,S0516,F
BAC009S0069W0209_BAC009S0230W0467,S0069,M,S0230,F
BAC009S0357W0189_BAC009S0423W0426,S0357,F,S0423,M
BAC009S0133W0160_BAC009S0360W0442,S0133,F,S0360,F
BAC009S0017W0363_BAC009S0722W0446,S0017,M,S0722,M
BAC009S0510W0158_BAC009S0106W0327,S0510,F,S0106,M
BAC009S0193W0322_BAC009S0339W0216,S0193,F,S0339,F
BAC009S0221W0345_BAC009S0068W0302,S0221,F,S0068,M
BAC009S0244W0430_BAC009S0706W0410,S0244,F,S0706,M
BAC009S0334W0137_BAC009S0659W0242,S0334,F,S0659,F
BAC009S0071W0214_BAC009S0154W0460,S0071,M,S0154,F
BAC009S0599W0418_BAC009S0092W0483,S0599,M,S0092,M
BAC009S0017W0360_BAC009S0152W0232,S0017,M,S0152,F
BAC009S0082W0324_BAC009S0038W0403,S0082,M,S0038,M
BAC009S0216W0278_BAC009S0719W0477,S0216,F,S0719,M
BAC009S0135W0437_BAC009S0064W0355,S0135,F,S0064,M
BAC009S0521W0294_BAC009S0718W0128,S0521,F,S0718,M
BAC009S0217W0393_BAC009S0341W0445,S0217,F,S0341,F
BAC009S0074W0174_BAC009S0141W0164,S0074,M,S0141,F
BAC009S0715W0168_BAC009S0168W0391,S0715,M,S0168,F
BAC009S0070W0456_BAC009S0025W0405,S0070,M,S0025,M
BAC009S0190W0409_BAC009S0028W0354,S0190,F,S0028,M
BAC009S0037W0138_BAC009S0063W0250,S0037,M,S0063,M
BAC009S0025W0133_BAC009S0350W0256,S0025,M,S0350,F
BAC009S0007W0144_BAC009S0518W0149,S0007,M,S0518,F
BAC009S0045W0427_BAC009S0157W0247,S0045,M,S0157,F
BAC009S0155W0158_BAC009S0183W0432,S0155,F,S0183,F
BAC009S0158W0490_BAC009S0235W0282,S0158,F,S0235,F
BAC009S0207W0352_BAC009S0226W0177,S0207,F,S0226,F
BAC009S0192W0155_BAC009S0039W0347,S0192,F,S0039,M
BAC009S0103W0123_BAC009S0012W0237,S0103,M,S0012,M
BAC009S0101W0146_BAC009S0658W0217,S0101,M,S0658,F
BAC009S0350W0194_BAC009S0075W0137,S0350,F,S0075,M
BAC009S0339W0167_BAC009S0248W0434,S0339,F,S0248,M
BAC009S0717W0337_BAC009S0356W0354,S0717,M,S0356,F
BAC009S0513W0198_BAC009S0249W0492,S0513,F,S0249,M
BAC009S0222W0130_BAC009S0523W0221,S0222,F,S0523,F
BAC009S0090W0136_BAC009S0012W0337,S0090,M,S0012,M
BAC009S0220W0493_BAC009S0344W0426,S0220,F,S0344,F
BAC009S0184W0336_BAC009S0215W0363,S0184,F,S0215,F
BAC009S0034W0159_BAC009S0235W0271,S0034,M,S0235,F
BAC009S0350W0342_BAC009S0074W0218,S0350,F,S0074,M
BAC009S0251W0480_BAC009S0252W0237,S0251,M,S0252,M
BAC009S0008W0244_BAC009S0235W0238,S0008,M,S0235,F
BAC009S0511W0301_BAC009S0714W0432,S0511,F,S0714,M
BAC009S0138W0165_BAC009S0722W0181,S0138,F,S0722,M
BAC009S0204W0216_BAC009S0190W0485,S0204,F,S0190,F
BAC009S0598W0237_BAC009S0150W0418,S0598,M,S0150,F
BAC009S0041W0143_BAC009S0231W0432,S0041,M,S0231,F
BAC009S0661W0152_BAC009S0517W0234,S0661,F,S0517,F
BAC009S0107W0319_BAC009S0036W0274,S0107,M,S0036,M
BAC009S0112W0273_BAC009S0096W0417,S0112,M,S0096,M
BAC009S0194W0399_BAC009S0708W0223,S0194,F,S0708,M
BAC009S0028W0323_BAC009S0048W0178,S0028,M,S0048,M
BAC009S0184W0209_BAC009S0198W0489,S0184,F,S0198,F
BAC009S0208W0264_BAC009S0350W0486,S0208,F,S0350,F
BAC009S0190W0348_BAC009S0212W0379,S0190,F,S0212,F
BAC009S0337W0140_BAC009S0226W0383,S0337,F,S0226,F
BAC009S0037W0267_BAC009S0422W0435,S0037,M,S0422,M
BAC009S0660W0227_BAC009S0192W0275,S0660,F,S0192,F
BAC009S0118W0325_BAC009S0184W0304,S0118,M,S0184,F
BAC009S0088W0473_BAC009S0071W0257,S0088,M,S0071,M
BAC009S0247W0335_BAC009S0712W0480,S0247,M,S0712,M
BAC009S0113W0460_BAC009S0222W0408,S0113,M,S0222,F
BAC009S0218W0183_BAC009S0121W0490,S0218,F,S0121,M
BAC009S0666W0441_BAC009S0017W0353,S0666,F,S0017,M
BAC009S0127W0274_BAC009S0230W0452,S0127,F,S0230,F
BAC009S0114W0476_BAC009S0045W0368,S0114,M,S0045,M
BAC009S0067W0486_BAC009S0076W0177,S0067,M,S0076,M
BAC009S0043W0232_BAC009S0421W0269,S0043,M,S0421,M
BAC009S0335W0123_BAC009S0089W0401,S0335,F,S0089,M
BAC009S0151W0217_BAC009S0356W0227,S0151,F,S0356,F
BAC009S0658W0482_BAC009S0098W0457,S0658,F,S0098,M
BAC009S0036W0303_BAC009S0350W0275,S0036,M,S0350,F
BAC009S0222W0199_BAC009S0233W0350,S0222,F,S0233,F
BAC009S0663W0316_BAC009S0209W0123,S0663,F,S0209,F
BAC009S0182W0470_BAC009S0596W0163,S0182,F,S0596,M
BAC009S0666W0360_BAC009S0665W0494,S0666,F,S0665,F
BAC009S0235W0387_BAC009S0171W0245,S0235,F,S0171,F
BAC009S0251W0428_BAC009S0342W0142,S0251,M,S0342,F
BAC009S0195W0258_BAC009S0072W0238,S0195,F,S0072,M
BAC009S0008W0292_BAC009S0158W0150,S0008,M,S0158,F
BAC009S0129W0166_BAC009S0188W0255,S0129,F,S0188,F
BAC009S0099W0436_BAC009S0516W0456,S0099,M,S0516,F
BAC009S0657W0163_BAC009S0223W0186,S0657,F,S0223,F
BAC009S0350W0372_BAC009S0028W0256,S0350,F,S0028,M
BAC009S0177W0248_BAC009S0073W0175,S0177,F,S0073,M
BAC009S0144W0231_BAC009S0177W0289,S0144,F,S0177,F
BAC009S0339W0407_BAC009S0173W0328,S0339,F,S0173,F
BAC009S0159W0318_BAC009S0336W0350,S0159,F,S0336,F
BAC009S0711W0441_BAC009S0190W0371,S0711,M,S0190,F
BAC009S0511W0415_BAC009S0120W0324,S0511,F,S0120,M
BAC009S0141W0492_BAC009S0123W0306,S0141,F,S0123,M
BAC009S0130W0444_BAC009S0236W0182,S0130,F,S0236,F
BAC009S0234W0493_BAC009S0162W0331,S0234,F,S0162,F
BAC009S0360W0330_BAC009S0045W0294,S0360,F,S0045,M
BAC009S0335W0276_BAC009S0345W0200,S0335,F,S0345,F
BAC009S0251W0199_BAC009S0063W0187,S0251,M,S0063,M
BAC009S0349W0471_BAC009S0171W0218,S0349,F,S0171,F
BAC009S0227W0121_BAC009S0110W0433,S0227,F,S0110,M
BAC009S0130W0237_BAC009S0337W0467,S0130,F,S0337,F
BAC009S0134W0136_BAC009S0018W0211,S0134,F,S0018,M
BAC009S0072W0444_BAC009S0025W0205,S0072,M,S0025,M
BAC009S0357W0370_BAC009S0007W0176,S0357,F,S0007,M
BAC009S0184W0370_BAC009S0229W0365,S0184,F,S0229,F
BAC009S0154W0473_BAC009S0422W0493,S0154,F,S0422,M
BAC009S0362W0190_BAC009S0070W0271,S0362,F,S0070,M
BAC009S0221W0488_BAC009S0026W0357,S0221,F,S0026,M
BAC009S0027W0172_BAC009S0015W0426,S0027,M,S0015,M
BAC009S0160W0123_BAC009S0226W0302,S0160,F,S0226,F
BAC009S0002W0164_BAC009S0201W0271,S0002,M,S0201,F
BAC009S0142W0133_BAC009S0521W0402,S0142,F,S0521,F
BAC009S0360W0468_BAC009S0709W0485,S0360,F,S0709,M
BAC009S0193W0353_BAC009S0007W0277,S0193,F,S0007,M
BAC009S0355W0280_BAC009S0123W0410,S0355,F,S0123,M
BAC009S0143W0196_BAC009S0174W0162,S0143,F,S0174,F
BAC009S0662W0465_BAC009S0066W0302,S0662,F,S0066,M
BAC009S0511W0206_BAC009S0712W0442,S0511,F,S0712,M
BAC009S0030W0425_BAC009S0045W0123,S0030,M,S0045,M
BAC009S0515W0469_BAC009S0154W0342,S0515,F,S0154,F
BAC009S0163W0334_BAC009S0196W0323,S0163,F,S0196,F
BAC009S0124W0238_BAC009S0013W0360,S0124,F,S0013,M
BAC009S0038W0474_BAC009S0164W0471,S0038,M,S0164,F
BAC009S0350W0436_BAC009S0098W0425,S0350,F,S0098,M
BAC009S0017W0346_BAC009S0167W0377,S0017,M,S0167,F
BAC009S0072W0372_BAC009S0184W0148,S0072,M,S0184,F
BAC009S0019W0374_BAC009S0093W0156,S0019,M,S0093,M
BAC009S0337W0223_BAC009S0042W0329,S0337,F,S0042,M
BAC009S0421W0442_BAC009S0091W0495,S0421,M,S0091,M
BAC009S0246W0294_BAC009S0099W0155,S0246,M,S0099,M
BAC009S0511W0159_BAC009S0516W0195,S0511,F,S0516,F
BAC009S0347W0195_BAC009S0087W0429,S0347,F,S0087,M
BAC009S0157W0367_BAC009S0023W0385,S0157,F,S0023,M
