mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0064W0395_BAC009S0176W0250_BAC009S0338W0197,S0064,M,S0176,F,S0338,F
BAC009S0144W0210_BAC009S0516W0388_BAC009S0164W0308,S0144,F,S0516,F,S0164,F
BAC009S0111W0195_BAC009S0199W0180_BAC009S0236W0309,S0111,M,S0199,F,S0236,F
BAC009S0113W0265_BAC009S0423W0142_BAC009S0209W0239,S0113,M,S0423,M,S0209,F
BAC009S0088W0125_BAC009S0229W0288_BAC009S0720W0320,S0088,M,S0229,F,S0720,M
BAC009S0355W0249_BAC009S0360W0358_BAC009S0185W0456,S0355,F,S0360,F,S0185,F
BAC009S0158W0387_BAC009S0666W0466_BAC009S0143W0337,S0158,F,S0666,F,S0143,F
BAC009S0710W0177_BAC009S0213W0203_BAC009S0702W0492,S0710,M,S0213,F,S0702,M
BAC009S0514W0136_BAC009S0182W0427_BAC009S0143W0178,S0514,F,S0182,F,S0143,F
BAC009S0173W0342_BAC009S0024W0207_BAC009S0701W0469,S0173,F,S0024,M,S0701,M
BAC009S0717W0478_BAC009S0243W0125_BAC009S0101W0246,S0717,M,S0243,F,S0101,M
BAC009S0116W0197_BAC009S0087W0140_BAC009S0362W0289,S0116,M,S0087,M,S0362,F
BAC009S0710W0453_BAC009S0166W0422_BAC009S0163W0459,S0710,M,S0166,F,S0163,F
BAC009S0117W0194_BAC009S0701W0132_BAC009S0087W0130,S0117,M,S0701,M,S0087,M
BAC009S0162W0396_BAC009S0722W0495_BAC009S0339W0383,S0162,F,S0722,M,S0339,F
BAC009S0660W0138_BAC009S0338W0452_BAC009S0155W0203,S0660,F,S0338,F,S0155,F
BAC009S0709W0135_BAC009S0020W0374_BAC009S0510W0158,S0709,M,S0020,M,S0510,F
BAC009S0338W0319_BAC009S0007W0419_BAC009S0137W0285,S0338,F,S0007,M,S0137,F
BAC009S0657W0209_BAC009S0144W0290_BAC009S0358W0489,S0657,F,S0144,F,S0358,F
BAC009S0060W0473_BAC009S0237W0124_BAC009S0198W0491,S0060,M,S0237,F,S0198,F
BAC009S0016W0449_BAC009S0059W0204_BAC009S0661W0130,S0016,M,S0059,M,S0661,F
BAC009S0361W0332_BAC009S0246W0451_BAC009S0072W0293,S0361,F,S0246,M,S0072,M
BAC009S0353W0494_BAC009S0077W0471_BAC009S0522W0278,S0353,F,S0077,M,S0522,F
BAC009S0249W0347_BAC009S0516W0284_BAC009S0217W0330,S0249,M,S0516,F,S0217,F
BAC009S0100W0371_BAC009S0017W0169_BAC009S0205W0311,S0100,M,S0017,M,S0205,F
BAC009S0164W0153_BAC009S0344W0475_BAC009S0157W0131,S0164,F,S0344,F,S0157,F
BAC009S0185W0320_BAC009S0510W0348_BAC009S0341W0418,S0185,F,S0510,F,S0341,F
BAC009S0089W0363_BAC009S0014W0285_BAC009S0345W0455,S0089,M,S0014,M,S0345,F
BAC009S0225W0194_BAC009S0172W0158_BAC009S0223W0212,S0225,F,S0172,F,S0223,F
BAC009S0124W0494_BAC009S0358W0346_BAC009S0139W0475,S0124,F,S0358,F,S0139,F
BAC009S0122W0273_BAC009S0362W0254_BAC009S0157W0411,S0122,M,S0362,F,S0157,F
BAC009S0024W0408_BAC009S0192W0337_BAC009S0033W0457,S0024,M,S0192,F,S0033,M
BAC009S0100W0191_BAC009S0655W0367_BAC009S0145W0144,S0100,M,S0655,F,S0145,F
BAC009S0152W0398_BAC009S0015W0355_BAC009S0079W0495,S0152,F,S0015,M,S0079,M
BAC009S0229W0296_BAC009S0203W0383_BAC009S0008W0264,S0229,F,S0203,F,S0008,M
BAC009S0040W0313_BAC009S0338W0300_BAC009S0339W0217,S0040,M,S0338,F,S0339,F
BAC009S0016W0447_BAC009S0101W0324_BAC009S0247W0439,S0016,M,S0101,M,S0247,M
BAC009S0011W0192_BAC009S0013W0272_BAC009S0144W0351,S0011,M,S0013,M,S0144,F
BAC009S0342W0396_BAC009S0016W0366_BAC009S0091W0129,S0342,F,S0016,M,S0091,M
BAC009S0069W0306_BAC009S0002W0358_BAC009S0248W0231,S0069,M,S0002,M,S0248,M
BAC009S0706W0168_BAC009S0019W0138_BAC009S0164W0260,S0706,M,S0019,M,S0164,F
BAC009S0237W0135_BAC009S0351W0324_BAC009S0060W0387,S0237,F,S0351,F,S0060,M
BAC009S0722W0349_BAC009S0081W0398_BAC009S0230W0275,S0722,M,S0081,M,S0230,F
BAC009S0664W0459_BAC009S0071W0438_BAC009S0133W0325,S0664,F,S0071,M,S0133,F
BAC009S0355W0391_BAC009S0357W0389_BAC009S0083W0263,S0355,F,S0357,F,S0083,M
BAC009S0703W0352_BAC009S0087W0391_BAC009S0012W0144,S0703,M,S0087,M,S0012,M
BAC009S0656W0382_BAC009S0720W0142_BAC009S0655W0329,S0656,F,S0720,M,S0655,F
BAC009S0212W0352_BAC009S0245W0334_BAC009S0243W0419,S0212,F,S0245,F,S0243,F
BAC009S0174W0221_BAC009S0512W0223_BAC009S0597W0445,S0174,F,S0512,F,S0597,M
BAC009S0661W0152_BAC009S0712W0194_BAC009S0060W0266,S0661,F,S0712,M,S0060,M
BAC009S0353W0182_BAC009S0074W0286_BAC009S0215W0400,S0353,F,S0074,M,S0215,F
BAC009S0174W0148_BAC009S0198W0370_BAC009S0233W0215,S0174,F,S0198,F,S0233,F
BAC009S0039W0335_BAC009S0022W0388_BAC009S0170W0398,S0039,M,S0022,M,S0170,F
BAC009S0025W0140_BAC009S0178W0486_BAC009S0154W0465,S0025,M,S0178,F,S0154,F
BAC009S0714W0235_BAC009S0166W0251_BAC009S0350W0134,S0714,M,S0166,F,S0350,F
BAC009S0665W0443_BAC009S0185W0350_BAC009S0014W0404,S0665,F,S0185,F,S0014,M
BAC009S0717W0236_BAC009S0101W0389_BAC009S0054W0353,S0717,M,S0101,M,S0054,M
BAC009S0249W0215_BAC009S0143W0270_BAC009S0173W0431,S0249,M,S0143,F,S0173,F
BAC009S0335W0132_BAC009S0004W0174_BAC009S0422W0459,S0335,F,S0004,M,S0422,M
BAC009S0349W0413_BAC009S0359W0452_BAC009S0002W0181,S0349,F,S0359,F,S0002,M
BAC009S0078W0388_BAC009S0073W0456_BAC009S0102W0433,S0078,M,S0073,M,S0102,M
BAC009S0103W0346_BAC009S0046W0489_BAC009S0064W0128,S0103,M,S0046,M,S0064,M
BAC009S0046W0159_BAC009S0085W0435_BAC009S0036W0347,S0046,M,S0085,M,S0036,M
BAC009S0336W0232_BAC009S0088W0363_BAC009S0335W0387,S0336,F,S0088,M,S0335,F
BAC009S0079W0307_BAC009S0150W0218_BAC009S0422W0438,S0079,M,S0150,F,S0422,M
BAC009S0101W0335_BAC009S0219W0369_BAC009S0085W0436,S0101,M,S0219,F,S0085,M
BAC009S0113W0187_BAC009S0711W0133_BAC009S0096W0400,S0113,M,S0711,M,S0096,M
BAC009S0181W0249_BAC009S0522W0304_BAC009S0358W0435,S0181,F,S0522,F,S0358,F
BAC009S0664W0312_BAC009S0357W0278_BAC009S0192W0450,S0664,F,S0357,F,S0192,F
BAC009S0236W0307_BAC009S0079W0406_BAC009S0174W0172,S0236,F,S0079,M,S0174,F
BAC009S0656W0327_BAC009S0042W0273_BAC009S0421W0352,S0656,F,S0042,M,S0421,M
BAC009S0334W0378_BAC009S0056W0361_BAC009S0134W0152,S0334,F,S0056,M,S0134,F
BAC009S0659W0410_BAC009S0128W0490_BAC009S0163W0441,S0659,F,S0128,F,S0163,F
BAC009S0719W0391_BAC009S0147W0405_BAC009S0111W0366,S0719,M,S0147,F,S0111,M
BAC009S0355W0457_BAC009S0027W0221_BAC009S0007W0138,S0355,F,S0027,M,S0007,M
BAC009S0172W0185_BAC009S0097W0304_BAC009S0347W0461,S0172,F,S0097,M,S0347,F
BAC009S0044W0372_BAC009S0658W0196_BAC009S0112W0392,S0044,M,S0658,F,S0112,M
BAC009S0354W0488_BAC009S0178W0372_BAC009S0156W0143,S0354,F,S0178,F,S0156,F
BAC009S0227W0472_BAC009S0086W0489_BAC009S0141W0334,S0227,F,S0086,M,S0141,F
BAC009S0176W0214_BAC009S0022W0428_BAC009S0099W0201,S0176,F,S0022,M,S0099,M
BAC009S0137W0323_BAC009S0708W0344_BAC009S0665W0160,S0137,F,S0708,M,S0665,F
BAC009S0014W0252_BAC009S0658W0392_BAC009S0715W0378,S0014,M,S0658,F,S0715,M
BAC009S0082W0438_BAC009S0191W0186_BAC009S0184W0196,S0082,M,S0191,F,S0184,F
BAC009S0090W0152_BAC009S0049W0376_BAC009S0184W0305,S0090,M,S0049,M,S0184,F
BAC009S0168W0456_BAC009S0126W0455_BAC009S0205W0185,S0168,F,S0126,F,S0205,F
BAC009S0158W0478_BAC009S0080W0316_BAC009S0343W0401,S0158,F,S0080,M,S0343,F
BAC009S0222W0200_BAC009S0161W0337_BAC009S0096W0232,S0222,F,S0161,F,S0096,M
BAC009S0662W0309_BAC009S0658W0482_BAC009S0003W0356,S0662,F,S0658,F,S0003,M
BAC009S0176W0151_BAC009S0068W0445_BAC009S0055W0304,S0176,F,S0068,M,S0055,M
BAC009S0348W0381_BAC009S0363W0124_BAC009S0102W0488,S0348,F,S0363,F,S0102,M
BAC009S0098W0462_BAC009S0110W0272_BAC009S0033W0163,S0098,M,S0110,M,S0033,M
BAC009S0250W0373_BAC009S0111W0322_BAC009S0245W0133,S0250,M,S0111,M,S0245,F
BAC009S0225W0495_BAC009S0523W0485_BAC009S0052W0218,S0225,F,S0523,F,S0052,M
BAC009S0722W0147_BAC009S0188W0393_BAC009S0716W0466,S0722,M,S0188,F,S0716,M
BAC009S0103W0474_BAC009S0139W0206_BAC009S0080W0160,S0103,M,S0139,F,S0080,M
BAC009S0510W0389_BAC009S0236W0212_BAC009S0110W0428,S0510,F,S0236,F,S0110,M
BAC009S0016W0336_BAC009S0349W0338_BAC009S0191W0393,S0016,M,S0349,F,S0191,F
BAC009S0097W0298_BAC009S0343W0139_BAC009S0239W0133,S0097,M,S0343,F,S0239,F
BAC009S0150W0377_BAC009S0035W0221_BAC009S0157W0144,S0150,F,S0035,M,S0157,F
BAC009S0357W0188_BAC009S0147W0179_BAC009S0093W0443,S0357,F,S0147,F,S0093,M
BAC009S0353W0318_BAC009S0236W0445_BAC009S0188W0237,S0353,F,S0236,F,S0188,F
BAC009S0360W0149_BAC009S0122W0410_BAC009S0247W0447,S0360,F,S0122,M,S0247,M
BAC009S0246W0213_BAC009S0074W0248_BAC009S0596W0325,S0246,M,S0074,M,S0596,M
BAC009S0352W0423_BAC009S0189W0241_BAC009S0154W0257,S0352,F,S0189,F,S0154,F
BAC009S0196W0452_BAC009S0723W0386_BAC009S0068W0237,S0196,F,S0723,M,S0068,M
BAC009S0655W0476_BAC009S0342W0459_BAC009S0105W0377,S0655,F,S0342,F,S0105,M
BAC009S0110W0426_BAC009S0235W0336_BAC009S0029W0199,S0110,M,S0235,F,S0029,M
BAC009S0085W0430_BAC009S0156W0307_BAC009S0348W0124,S0085,M,S0156,F,S0348,F
BAC009S0148W0313_BAC009S0019W0148_BAC009S0109W0215,S0148,F,S0019,M,S0109,M
BAC009S0175W0317_BAC009S0002W0207_BAC009S0362W0346,S0175,F,S0002,M,S0362,F
BAC009S0096W0363_BAC009S0086W0365_BAC009S0032W0188,S0096,M,S0086,M,S0032,M
BAC009S0348W0275_BAC009S0161W0275_BAC009S0118W0255,S0348,F,S0161,F,S0118,M
BAC009S0169W0406_BAC009S0079W0464_BAC009S0658W0362,S0169,F,S0079,M,S0658,F
BAC009S0045W0139_BAC009S0346W0143_BAC009S0423W0478,S0045,M,S0346,F,S0423,M
BAC009S0657W0388_BAC009S0055W0164_BAC009S0205W0175,S0657,F,S0055,M,S0205,F
BAC009S0723W0139_BAC009S0146W0148_BAC009S0139W0211,S0723,M,S0146,F,S0139,F
BAC009S0704W0192_BAC009S0180W0449_BAC009S0251W0436,S0704,M,S0180,F,S0251,M
BAC009S0187W0476_BAC009S0219W0323_BAC009S0335W0247,S0187,F,S0219,F,S0335,F
BAC009S0016W0322_BAC009S0707W0218_BAC009S0111W0125,S0016,M,S0707,M,S0111,M
BAC009S0002W0137_BAC009S0663W0301_BAC009S0114W0351,S0002,M,S0663,F,S0114,M
BAC009S0197W0395_BAC009S0007W0162_BAC009S0225W0453,S0197,F,S0007,M,S0225,F
BAC009S0137W0485_BAC009S0102W0345_BAC009S0221W0136,S0137,F,S0102,M,S0221,F
BAC009S0060W0394_BAC009S0660W0311_BAC009S0017W0433,S0060,M,S0660,F,S0017,M
BAC009S0717W0408_BAC009S0044W0490_BAC009S0141W0202,S0717,M,S0044,M,S0141,F
BAC009S0340W0266_BAC009S0080W0353_BAC009S0126W0247,S0340,F,S0080,M,S0126,F
BAC009S0214W0466_BAC009S0094W0435_BAC009S0173W0429,S0214,F,S0094,M,S0173,F
BAC009S0198W0131_BAC009S0011W0457_BAC009S0217W0468,S0198,F,S0011,M,S0217,F
BAC009S0656W0253_BAC009S0132W0413_BAC009S0207W0180,S0656,F,S0132,F,S0207,F
BAC009S0101W0134_BAC009S0196W0410_BAC009S0010W0460,S0101,M,S0196,F,S0010,M
BAC009S0092W0440_BAC009S0040W0163_BAC009S0047W0207,S0092,M,S0040,M,S0047,M
BAC009S0238W0406_BAC009S0152W0275_BAC009S0119W0354,S0238,F,S0152,F,S0119,M
BAC009S0034W0486_BAC009S0226W0306_BAC009S0658W0136,S0034,M,S0226,F,S0658,F
BAC009S0039W0193_BAC009S0352W0444_BAC009S0659W0431,S0039,M,S0352,F,S0659,F
BAC009S0046W0140_BAC009S0250W0486_BAC009S0222W0430,S0046,M,S0250,M,S0222,F
BAC009S0192W0307_BAC009S0055W0174_BAC009S0154W0299,S0192,F,S0055,M,S0154,F
BAC009S0011W0489_BAC009S0122W0353_BAC009S0196W0407,S0011,M,S0122,M,S0196,F
BAC009S0519W0415_BAC009S0106W0167_BAC009S0081W0200,S0519,F,S0106,M,S0081,M
BAC009S0231W0329_BAC009S0126W0203_BAC009S0518W0369,S0231,F,S0126,F,S0518,F
BAC009S0025W0390_BAC009S0104W0135_BAC009S0003W0187,S0025,M,S0104,M,S0003,M
BAC009S0155W0323_BAC009S0103W0418_BAC009S0105W0369,S0155,F,S0103,M,S0105,M
BAC009S0102W0431_BAC009S0169W0483_BAC009S0142W0361,S0102,M,S0169,F,S0142,F
BAC009S0148W0443_BAC009S0094W0306_BAC009S0078W0191,S0148,F,S0094,M,S0078,M
BAC009S0227W0456_BAC009S0176W0185_BAC009S0152W0168,S0227,F,S0176,F,S0152,F
BAC009S0347W0373_BAC009S0091W0307_BAC009S0350W0178,S0347,F,S0091,M,S0350,F
BAC009S0523W0210_BAC009S0137W0130_BAC009S0078W0433,S0523,F,S0137,F,S0078,M
BAC009S0348W0378_BAC009S0180W0255_BAC009S0349W0446,S0348,F,S0180,F,S0349,F
BAC009S0514W0490_BAC009S0061W0399_BAC009S0659W0199,S0514,F,S0061,M,S0659,F
BAC009S0095W0299_BAC009S0114W0145_BAC009S0117W0380,S0095,M,S0114,M,S0117,M
BAC009S0019W0187_BAC009S0718W0133_BAC009S0190W0197,S0019,M,S0718,M,S0190,F
BAC009S0159W0288_BAC009S0223W0169_BAC009S0079W0135,S0159,F,S0223,F,S0079,M
BAC009S0235W0372_BAC009S0222W0493_BAC009S0193W0283,S0235,F,S0222,F,S0193,F
BAC009S0002W0222_BAC009S0224W0466_BAC009S0051W0202,S0002,M,S0224,F,S0051,M
BAC009S0085W0219_BAC009S0512W0366_BAC009S0709W0123,S0085,M,S0512,F,S0709,M
BAC009S0221W0256_BAC009S0076W0318_BAC009S0141W0148,S0221,F,S0076,M,S0141,F
BAC009S0220W0420_BAC009S0225W0467_BAC009S0241W0356,S0220,F,S0225,F,S0241,F
BAC009S0074W0432_BAC009S0003W0330_BAC009S0049W0318,S0074,M,S0003,M,S0049,M
BAC009S0658W0205_BAC009S0184W0137_BAC009S0714W0340,S0658,F,S0184,F,S0714,M
BAC009S0086W0262_BAC009S0101W0247_BAC009S0242W0351,S0086,M,S0101,M,S0242,F
BAC009S0218W0380_BAC009S0055W0456_BAC009S0006W0320,S0218,F,S0055,M,S0006,M
BAC009S0165W0192_BAC009S0597W0495_BAC009S0074W0380,S0165,F,S0597,M,S0074,M
BAC009S0239W0196_BAC009S0214W0297_BAC009S0076W0145,S0239,F,S0214,F,S0076,M
BAC009S0337W0287_BAC009S0100W0329_BAC009S0046W0331,S0337,F,S0100,M,S0046,M
BAC009S0036W0261_BAC009S0340W0480_BAC009S0103W0371,S0036,M,S0340,F,S0103,M
BAC009S0240W0404_BAC009S0166W0382_BAC009S0045W0487,S0240,F,S0166,F,S0045,M
BAC009S0092W0489_BAC009S0052W0475_BAC009S0157W0316,S0092,M,S0052,M,S0157,F
BAC009S0509W0287_BAC009S0249W0481_BAC009S0719W0470,S0509,F,S0249,M,S0719,M
BAC009S0156W0135_BAC009S0189W0172_BAC009S0113W0199,S0156,F,S0189,F,S0113,M
BAC009S0008W0230_BAC009S0097W0424_BAC009S0048W0236,S0008,M,S0097,M,S0048,M
BAC009S0510W0123_BAC009S0136W0461_BAC009S0220W0313,S0510,F,S0136,F,S0220,F
BAC009S0160W0213_BAC009S0512W0320_BAC009S0146W0195,S0160,F,S0512,F,S0146,F
BAC009S0701W0411_BAC009S0360W0316_BAC009S0422W0464,S0701,M,S0360,F,S0422,M
BAC009S0249W0469_BAC009S0124W0147_BAC009S0204W0372,S0249,M,S0124,F,S0204,F
BAC009S0048W0271_BAC009S0350W0330_BAC009S0134W0284,S0048,M,S0350,F,S0134,F
BAC009S0513W0194_BAC009S0040W0174_BAC009S0140W0456,S0513,F,S0040,M,S0140,F
BAC009S0349W0196_BAC009S0058W0309_BAC009S0127W0354,S0349,F,S0058,M,S0127,F
BAC009S0336W0440_BAC009S0088W0470_BAC009S0120W0487,S0336,F,S0088,M,S0120,M
BAC009S0008W0468_BAC009S0127W0260_BAC009S0510W0468,S0008,M,S0127,F,S0510,F
BAC009S0003W0181_BAC009S0214W0259_BAC009S0656W0263,S0003,M,S0214,F,S0656,F
BAC009S0132W0346_BAC009S0208W0402_BAC009S0166W0324,S0132,F,S0208,F,S0166,F
BAC009S0241W0336_BAC009S0189W0476_BAC009S0516W0324,S0241,F,S0189,F,S0516,F
BAC009S0243W0191_BAC009S0193W0351_BAC009S0713W0200,S0243,F,S0193,F,S0713,M
BAC009S0101W0434_BAC009S0197W0286_BAC009S0095W0426,S0101,M,S0197,F,S0095,M
BAC009S0598W0390_BAC009S0151W0197_BAC009S0091W0343,S0598,M,S0151,F,S0091,M
BAC009S0099W0476_BAC009S0139W0451_BAC009S0702W0123,S0099,M,S0139,F,S0702,M
BAC009S0117W0250_BAC009S0189W0191_BAC009S0112W0122,S0117,M,S0189,F,S0112,M
BAC009S0065W0321_BAC009S0703W0267_BAC009S0151W0355,S0065,M,S0703,M,S0151,F
BAC009S0340W0435_BAC009S0596W0160_BAC009S0071W0242,S0340,F,S0596,M,S0071,M
BAC009S0218W0369_BAC009S0361W0456_BAC009S0064W0265,S0218,F,S0361,F,S0064,M
BAC009S0702W0185_BAC009S0087W0387_BAC009S0356W0199,S0702,M,S0087,M,S0356,F
BAC009S0211W0226_BAC009S0005W0132_BAC009S0010W0354,S0211,F,S0005,M,S0010,M
BAC009S0357W0385_BAC009S0174W0144_BAC009S0176W0150,S0357,F,S0174,F,S0176,F
BAC009S0176W0426_BAC009S0089W0492_BAC009S0339W0398,S0176,F,S0089,M,S0339,F
BAC009S0212W0193_BAC009S0356W0375_BAC009S0362W0264,S0212,F,S0356,F,S0362,F
BAC009S0517W0249_BAC009S0028W0212_BAC009S0204W0299,S0517,F,S0028,M,S0204,F
BAC009S0517W0245_BAC009S0021W0453_BAC009S0718W0149,S0517,F,S0021,M,S0718,M
BAC009S0718W0417_BAC009S0188W0193_BAC009S0041W0148,S0718,M,S0188,F,S0041,M
BAC009S0101W0289_BAC009S0104W0180_BAC009S0048W0284,S0101,M,S0104,M,S0048,M
BAC009S0014W0382_BAC009S0050W0180_BAC009S0076W0481,S0014,M,S0050,M,S0076,M
BAC009S0124W0387_BAC009S0068W0386_BAC009S0023W0229,S0124,F,S0068,M,S0023,M
BAC009S0069W0317_BAC009S0238W0249_BAC009S0246W0385,S0069,M,S0238,F,S0246,M
BAC009S0337W0128_BAC009S0201W0185_BAC009S0658W0279,S0337,F,S0201,F,S0658,F
BAC009S0009W0458_BAC009S0131W0456_BAC009S0077W0317,S0009,M,S0131,F,S0077,M
BAC009S0006W0397_BAC009S0423W0324_BAC009S0072W0408,S0006,M,S0423,M,S0072,M
BAC009S0520W0393_BAC009S0134W0304_BAC009S0120W0217,S0520,F,S0134,F,S0120,M
BAC009S0019W0372_BAC009S0108W0232_BAC009S0198W0248,S0019,M,S0108,M,S0198,F
BAC009S0657W0146_BAC009S0157W0187_BAC009S0151W0190,S0657,F,S0157,F,S0151,F
BAC009S0097W0126_BAC009S0195W0427_BAC009S0102W0268,S0097,M,S0195,F,S0102,M
BAC009S0069W0259_BAC009S0091W0425_BAC009S0085W0414,S0069,M,S0091,M,S0085,M
BAC009S0020W0183_BAC009S0344W0411_BAC009S0235W0139,S0020,M,S0344,F,S0235,F
BAC009S0034W0357_BAC009S0115W0467_BAC009S0601W0302,S0034,M,S0115,M,S0601,M
BAC009S0058W0350_BAC009S0600W0266_BAC009S0057W0495,S0058,M,S0600,M,S0057,M
BAC009S0119W0392_BAC009S0143W0445_BAC009S0108W0311,S0119,M,S0143,F,S0108,M
BAC009S0071W0153_BAC009S0723W0244_BAC009S0138W0229,S0071,M,S0723,M,S0138,F
BAC009S0078W0220_BAC009S0518W0148_BAC009S0355W0299,S0078,M,S0518,F,S0355,F
BAC009S0252W0223_BAC009S0335W0157_BAC009S0355W0440,S0252,M,S0335,F,S0355,F
BAC009S0252W0277_BAC009S0363W0156_BAC009S0710W0382,S0252,M,S0363,F,S0710,M
BAC009S0596W0351_BAC009S0021W0395_BAC009S0054W0131,S0596,M,S0021,M,S0054,M
BAC009S0160W0194_BAC009S0245W0195_BAC009S0128W0290,S0160,F,S0245,F,S0128,F
BAC009S0202W0403_BAC009S0139W0459_BAC009S0005W0430,S0202,F,S0139,F,S0005,M
BAC009S0718W0131_BAC009S0099W0247_BAC009S0338W0437,S0718,M,S0099,M,S0338,F
BAC009S0104W0381_BAC009S0100W0230_BAC009S0057W0305,S0104,M,S0100,M,S0057,M
BAC009S0719W0452_BAC009S0138W0350_BAC009S0250W0204,S0719,M,S0138,F,S0250,M
BAC009S0089W0383_BAC009S0015W0247_BAC009S0145W0149,S0089,M,S0015,M,S0145,F
BAC009S0251W0181_BAC009S0014W0220_BAC009S0149W0358,S0251,M,S0014,M,S0149,F
BAC009S0024W0200_BAC009S0356W0275_BAC009S0421W0284,S0024,M,S0356,F,S0421,M
BAC009S0212W0483_BAC009S0057W0457_BAC009S0069W0258,S0212,F,S0057,M,S0069,M
BAC009S0704W0247_BAC009S0217W0411_BAC009S0513W0463,S0704,M,S0217,F,S0513,F
BAC009S0119W0127_BAC009S0714W0232_BAC009S0182W0265,S0119,M,S0714,M,S0182,F
BAC009S0209W0471_BAC009S0080W0491_BAC009S0713W0146,S0209,F,S0080,M,S0713,M
BAC009S0182W0317_BAC009S0704W0319_BAC009S0077W0444,S0182,F,S0704,M,S0077,M
BAC009S0019W0376_BAC009S0597W0187_BAC009S0164W0298,S0019,M,S0597,M,S0164,F
BAC009S0112W0489_BAC009S0141W0189_BAC009S0165W0126,S0112,M,S0141,F,S0165,F
BAC009S0209W0241_BAC009S0335W0470_BAC009S0334W0471,S0209,F,S0335,F,S0334,F
BAC009S0095W0349_BAC009S0714W0123_BAC009S0513W0156,S0095,M,S0714,M,S0513,F
BAC009S0041W0219_BAC009S0106W0346_BAC009S0357W0410,S0041,M,S0106,M,S0357,F
BAC009S0134W0245_BAC009S0119W0494_BAC009S0053W0234,S0134,F,S0119,M,S0053,M
BAC009S0519W0196_BAC009S0151W0204_BAC009S0177W0396,S0519,F,S0151,F,S0177,F
BAC009S0422W0193_BAC009S0096W0370_BAC009S0147W0369,S0422,M,S0096,M,S0147,F
BAC009S0159W0205_BAC009S0024W0157_BAC009S0229W0338,S0159,F,S0024,M,S0229,F
BAC009S0082W0276_BAC009S0154W0365_BAC009S0117W0222,S0082,M,S0154,F,S0117,M
BAC009S0048W0204_BAC009S0246W0372_BAC009S0027W0314,S0048,M,S0246,M,S0027,M
BAC009S0422W0386_BAC009S0223W0319_BAC009S0168W0286,S0422,M,S0223,F,S0168,F
BAC009S0139W0412_BAC009S0247W0164_BAC009S0211W0315,S0139,F,S0247,M,S0211,F
BAC009S0703W0442_BAC009S0177W0286_BAC009S0359W0252,S0703,M,S0177,F,S0359,F
BAC009S0174W0168_BAC009S0713W0321_BAC009S0038W0416,S0174,F,S0713,M,S0038,M
BAC009S0248W0407_BAC009S0219W0365_BAC009S0098W0457,S0248,M,S0219,F,S0098,M
BAC009S0214W0159_BAC009S0238W0205_BAC009S0657W0230,S0214,F,S0238,F,S0657,F
BAC009S0024W0256_BAC009S0665W0340_BAC009S0662W0238,S0024,M,S0665,F,S0662,F
BAC009S0182W0166_BAC009S0210W0228_BAC009S0023W0479,S0182,F,S0210,F,S0023,M
BAC009S0162W0388_BAC009S0704W0456_BAC009S0085W0383,S0162,F,S0704,M,S0085,M
BAC009S0137W0325_BAC009S0719W0296_BAC009S0088W0304,S0137,F,S0719,M,S0088,M
BAC009S0705W0490_BAC009S0658W0226_BAC009S0119W0348,S0705,M,S0658,F,S0119,M
BAC009S0019W0186_BAC009S0058W0159_BAC009S0152W0189,S0019,M,S0058,M,S0152,F
BAC009S0244W0259_BAC009S0176W0446_BAC009S0002W0333,S0244,F,S0176,F,S0002,M
BAC009S0176W0198_BAC009S0101W0187_BAC009S0337W0487,S0176,F,S0101,M,S0337,F
BAC009S0196W0482_BAC009S0361W0387_BAC009S0334W0145,S0196,F,S0361,F,S0334,F
BAC009S0163W0181_BAC009S0512W0290_BAC009S0100W0466,S0163,F,S0512,F,S0100,M
BAC009S0204W0206_BAC009S0169W0339_BAC009S0034W0165,S0204,F,S0169,F,S0034,M
BAC009S0351W0186_BAC009S0196W0187_BAC009S0172W0173,S0351,F,S0196,F,S0172,F
BAC009S0114W0379_BAC009S0252W0419_BAC009S0132W0412,S0114,M,S0252,M,S0132,F
BAC009S0718W0492_BAC009S0162W0325_BAC009S0217W0439,S0718,M,S0162,F,S0217,F
BAC009S0227W0291_BAC009S0512W0341_BAC009S0041W0152,S0227,F,S0512,F,S0041,M
BAC009S0118W0204_BAC009S0664W0329_BAC009S0213W0332,S0118,M,S0664,F,S0213,F
BAC009S0248W0152_BAC009S0137W0301_BAC009S0519W0386,S0248,M,S0137,F,S0519,F
BAC009S0211W0492_BAC009S0597W0281_BAC009S0066W0452,S0211,F,S0597,M,S0066,M
BAC009S0075W0478_BAC009S0519W0186_BAC009S0042W0216,S0075,M,S0519,F,S0042,M
BAC009S0709W0141_BAC009S0345W0386_BAC009S0596W0150,S0709,M,S0345,F,S0596,M
BAC009S0350W0363_BAC009S0596W0285_BAC009S0170W0185,S0350,F,S0596,M,S0170,F
BAC009S0204W0164_BAC009S0060W0173_BAC009S0163W0203,S0204,F,S0060,M,S0163,F
BAC009S0028W0136_BAC009S0200W0428_BAC009S0198W0354,S0028,M,S0200,F,S0198,F
BAC009S0113W0363_BAC009S0041W0225_BAC009S0092W0360,S0113,M,S0041,M,S0092,M
BAC009S0523W0405_BAC009S0091W0202_BAC009S0660W0347,S0523,F,S0091,M,S0660,F
BAC009S0050W0198_BAC009S0348W0469_BAC009S0178W0398,S0050,M,S0348,F,S0178,F
